TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2014199	AT1G64280	AT1G64280.1	protein_coding	This gene is a key regulator of the salicylic acid (SA)-mediated systemic acquired resistance (SAR) pathway. It is similar to the transcription factor inhibitor I kappa B, and contains ankyrin repeats. It confers resistance to the pathogens Pseudomonas syringae and Peronospora parasitica in a dosage-dependent fashion. Although transgenic Arabidopsis plants overexpressing NPR1 acquire enhanced sensitivity to SA and (benzothiadiazole) BTH, they display no obvious detrimental morphological changes and do not have elevated pathogenesis-related gene expression until activated by inducers or pathogens.	ARABIDOPSIS NONEXPRESSER OF PR GENES 1; ATNPR1; NIM1; NON-INDUCIBLE IMMUNITY 1; NONEXPRESSER OF PR GENES 1; NPR1; SAI1; SALICYLIC ACID INSENSITIVE 1	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell death, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, defense response to fungus, extracellular ATP signaling, flower, flower pedicel, flowering stage, guard cell, hypocotyl, induced systemic resistance, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of defense response, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of transcription, DNA-templated, protein binding, protein ubiquitination, regulation of jasmonic acid mediated signaling pathway, regulation of salicylic acid mediated signaling pathway, regulation of systemic acquired resistance, response to bacterium, response to heat, response to hypoxia, response to insect, response to wounding, root, seed, sepal, shoot apex, shoot system, stamen, stem, systemic acquired resistance, systemic acquired resistance, salicylic acid mediated signaling pathway, vascular leaf, vascular leaf senescent stage	true
Gene:2100406	AT3G47860	AT3G47860.1	protein_coding	Encodes a chloroplastic lipocalin AtCHL.  Located in thylakoid lumen. Involved in the protection of thylakoidal membrane lipids against reactive oxygen species, especially singlet oxygen, produced upon excess light. LCNP is required for sustained photoprotective energy dissipation or NPQ (qH) to occur (PMID:29233855).	CHL; CHLOROPLASTIC LIPOCALIN; LCNP; LIPOCALIN IN THE PLASTID	 chloroplast, extracellular region, chloroplast thylakoid membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cytosol, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of fatty acid oxidation, petal, petal differentiation and expansion stage, petiole, photoprotection, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to abscisic acid, response to heat, response to high light intensity, response to oxidative stress, response to paraquat, response to water deprivation, root, rosette leaf, seed, seed maturation, sepal, shoot apex, shoot system, small molecule binding, stamen, stem, thylakoid lumen, vascular leaf, vascular leaf senescent stage	true
Gene:2133268	AT4G02450	AT4G02450.1	protein_coding	Encodes one of two isoforms of a co-chaperone of HSP90 that is required for root growth, in particular in the maintenance of the root meristem.	P23-1	 cytoplasm, cytosol, plasma membrane, plasmodesma, seed, cultured plant cell, seedling development stage, Hsp90 protein binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chaperone binding, chaperone cofactor-dependent protein refolding, chaperone complex, chaperone-mediated protein complex assembly, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of cytokinin-activated signaling pathway, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasmodesma, pollen, positive regulation of gene expression, protein binding, protein folding, regulation of auxin polar transport, response to heat, root, root meristem growth, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2173556	AT5G60970	AT5G60970.1	protein_coding	TCP gene involved in heterochronic control of leaf differentiation. Transcription factor which controls thermomorphogenesis by positively regulating PIF4 activity.	TCP5; TEOSINTE BRANCHED 1, CYCLOIDEA AND PCF TRANSCRIPTION FACTOR 5	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cell differentiation, collective leaf structure, cotyledon, flower, flower bud, fruit, guard cell, leaf development, leaf lamina base, leaf morphogenesis, leaf senescence, nucleus, petal differentiation and expansion stage, petiole, positive regulation of development, heterochronic, protein binding, regulation of transcription, DNA-templated, response to heat, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009021124	AT1G07890	AT1G07890.5	protein_coding	Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.	APX1; ASCORBATE PEROXIDASE 1; ATAPX01; ATAPX1; CS1; MATERNAL EFFECT EMBRYO ARREST 6; MEE6	 Golgi apparatus, cell wall, chloroplast, cytoplasm, cytosol, plasma membrane, plasmodesma, response to cadmium ion, fruit, cotyledon, root, vascular leaf, cultured plant cell, seedling development stage, pollen, Golgi apparatus, L-ascorbate peroxidase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell wall, cell-to-cell mobile RNA, cellular response to oxidative stress, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, embryo development ending in seed dormancy, extracellular region, flower, flower pedicel, flowering stage, fruit, guard cell, heme binding, hydrogen peroxide catabolic process, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lignin biosynthetic process, mature plant embryo stage, oxidation-reduction process, p-coumarate 3-hydroxylase activity, peroxidase activity, petal, petal differentiation and expansion stage, petiole, phenylpropanoid biosynthetic process, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, pollen tube cell, protein binding, response to cadmium ion, response to heat, response to oxidative stress, response to reactive oxygen species, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, vascular system	true
Gene:1009021180	AT1G49130	AT1G49130.2	protein_coding	Regulated by heat shock.	B-BOX DOMAIN PROTEIN 17; BBX17	 nucleus, DNA-binding transcription factor activity, guard cell, nucleus, protein binding, regulation of transcription, DNA-templated, response to heat, zinc ion binding	true
Gene:6530297106	AT3G24500	AT3G24500.2	protein_coding	One of three genes in A. thaliana encoding multiprotein bridging factor 1, a highly conserved transcriptional coactivator.  May serve as a bridging factor between a bZIP factor and TBP.  Its expression is specifically elevated in response to pathogen infection, salinity, drought, heat, hydrogen peroxide, and application of abscisic acid or salicylic acid.  Constitutive expression enhances the tolerance of transgenic plants to various biotic and abiotic stresses.	MBF1C; MULTIPROTEIN BRIDGING FACTOR 1C	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to hypoxia, collective leaf structure, cotyledon, ethylene-activated signaling pathway, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular, leaf apex, leaf lamina base, mature plant embryo stage, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of transcription, DNA-templated, response to abscisic acid, response to heat, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription coactivator activity, vascular leaf, vascular leaf senescent stage	true
Gene:6532553014	AT1G74310	AT1G74310.2	protein_coding	Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature.		 cytoplasm, M germinated pollen stage, carpel, cellular response to hypoxia, chloroplast envelope, chloroplast stroma, cytoplasm, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of translation, protein binding, protein metabolic process, protein unfolding, response to heat, root, seed, stamen, stem	true
Gene:6532557283	AT1G32330	AT1G32330.2	protein_coding	Member of Heat Stress Transcription Factor (Hsf) family. Negatively regulated by HSP90.2.		 nucleus, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA polymerase II cis-regulatory region sequence-specific DNA binding, carpel, cauline leaf, cellular response to heat, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, host cell nucleus, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of transcription from RNA polymerase II promoter in response to heat stress, protein binding, regulation of transcription from RNA polymerase II promoter in response to stress, regulation of transcription, DNA-templated, response to heat, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2064216	AT2G38760	AT2G38760.1	protein_coding	Annexins are calcium binding proteins that are localized in the cytoplasm. When cytosolic Ca2+ increases, they relocate to the plasma membrane. The mRNA is cell-to-cell mobile.	ANN3; ANNAT3; ANNEXIN 3; ATANN3	 chloroplast, vacuole, LP.10 ten leaves visible stage, calcium ion binding, carpel, cauline leaf, cell surface, cell-to-cell mobile RNA, chloroplast, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, response to cold, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
